MUNICIPIO,CODIGO DANE INSTITUCIÓN,ESTABLECIMIENTO EDUCATIVO,CODIGO DANE SEDE,SEDE,VEREDA
FIRAVITOBA,115272000010,INSTITUCIÓN EDUCATIVA TECNICA DE FIRAVITOBA,215272000090,ALCAPARRAL,ALCAPARRAL
FIRAVITOBA,115272000010,INSTITUCIÓN EDUCATIVA TECNICA DE FIRAVITOBA,215272000171,CARTAGENA,CARTAGENA
FIRAVITOBA,115272000010,INSTITUCIÓN EDUCATIVA TECNICA DE FIRAVITOBA,215272000049,CUARTO MOLANOS,LA VICTORIA
FIRAVITOBA,115272000010,INSTITUCIÓN EDUCATIVA TECNICA DE FIRAVITOBA,215272000031,LOS LAURELES,DIRAVITA ALTO
FIRAVITOBA,215272000197,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA SAN ANTONIO,215272000197,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA SAN ANTONIO SEDE PRINCIPAL,SAN ANTONIO
FIRAVITOBA,215272000197,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA SAN ANTONIO,215272000138,SAN ANTONIO,SAN ANTONIO
FIRAVITOBA,215272000197,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA SAN ANTONIO,215272000189,SAN CARLOS,EL BOSQUE
FIRAVITOBA,215272000197,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA SAN ANTONIO,215272000073,BARATOA,BARATOA
FLORESTA,115276000014,INSTITUCIÓN EDUCATIVA HECTOR JULIO RANGEL QUINTERO,215276000060,CELY,CELY
FLORESTA,115276000014,INSTITUCIÓN EDUCATIVA HECTOR JULIO RANGEL QUINTERO,215276000205,CHORRERA,CHORRERA
FLORESTA,115276000014,INSTITUCIÓN EDUCATIVA HECTOR JULIO RANGEL QUINTERO,215276000086,POTRERITOS,POTRERITOS
FLORESTA,115276000014,INSTITUCIÓN EDUCATIVA HECTOR JULIO RANGEL QUINTERO,215276000051,SAN MARTIN DOS,HORNO Y VIVAS ALTO
FLORESTA,115276000014,INSTITUCIÓN EDUCATIVA HECTOR JULIO RANGEL QUINTERO,215276000132,TOCAVITA,TOCAVITA
FLORESTA,115276000014,INSTITUCIÓN EDUCATIVA HECTOR JULIO RANGEL QUINTERO,215276000141,BARRANCAS,BARRANCAS
FLORESTA,115276000014,INSTITUCIÓN EDUCATIVA HECTOR JULIO RANGEL QUINTERO,215276000213,SAN MARTIN UNO,TENERIA ALTO
FLORESTA,115276000014,INSTITUCIÓN EDUCATIVA HECTOR JULIO RANGEL QUINTERO,215276000167,SAN JOSE,TENERIA MEDIO
FLORESTA,115276000014,INSTITUCIÓN EDUCATIVA HECTOR JULIO RANGEL QUINTERO,215276000124,SAN LUIS,HORNO Y VIVAS BAJO
FLORESTA,115276000014,INSTITUCIÓN EDUCATIVA HECTOR JULIO RANGEL QUINTERO,215276000175,LA PUERTA,LA PUERTA
FLORESTA,115276000014,INSTITUCIÓN EDUCATIVA HECTOR JULIO RANGEL QUINTERO,11527600001414,OMETA,OMETA
GACHANTIVÁ,215293000111,INSTITUCIÓN EDUCATIVA GUITOQUE,215293000111,INSTITUCIÓN EDUCATIVA GUITOQUE SEDE PRINCIPAL,GUITOQUE
GACHANTIVÁ,215293000111,INSTITUCIÓN EDUCATIVA GUITOQUE,215293000171,GACHANTIVÁ VIEJO,GACHANTIVÁ VIEJO
GACHANTIVÁ,215293000111,INSTITUCIÓN EDUCATIVA GUITOQUE,215293000073,SAAVEDRAS DE RONCANCIOS,S RONCANCIOS
GACHANTIVÁ,215293000111,INSTITUCIÓN EDUCATIVA GUITOQUE,215293000103,MORTIÑAL,MORTIÑAL
GACHANTIVÁ,315293000141,INSTITUCIÓN EDUCATIVA JUAN JOSE NEIRA,215293000031,MINAS,MINAS
GACHANTIVÁ,315293000141,INSTITUCIÓN EDUCATIVA JUAN JOSE NEIRA,215293000057,IGUAS DE PARDOS,IGUAS DE PARDOS
GACHANTIVÁ,315293000141,INSTITUCIÓN EDUCATIVA JUAN JOSE NEIRA,215293000138,LA CAJA,LA CAJA
GACHANTIVÁ,315293000141,INSTITUCIÓN EDUCATIVA JUAN JOSE NEIRA,215293000049,TRES LLANOS,TRES LLANOS
GACHANTIVÁ,315293000141,INSTITUCIÓN EDUCATIVA JUAN JOSE NEIRA,215293000065,HATILLO Y SOCHA,HATILLO Y SOCHA
GÁMEZA,115296000011,INSTITUCIÓN EDUCATIVA JUAN JOSE REYES PATRIA,215296000139,VILLA GIRON,VILLAGIRON
GÁMEZA,115296000011,INSTITUCIÓN EDUCATIVA JUAN JOSE REYES PATRIA,215296000121,GUANTO,GUANTO
GÁMEZA,115296000011,INSTITUCIÓN EDUCATIVA JUAN JOSE REYES PATRIA,215296000082,POTOSI,POTOSI
GÁMEZA,115296000011,INSTITUCIÓN EDUCATIVA JUAN JOSE REYES PATRIA,215296000074,SAN ANTONIO,SAN ANTONIO
GÁMEZA,115296000011,INSTITUCIÓN EDUCATIVA JUAN JOSE REYES PATRIA,215296000104,SATOBA,SATOBA
GÁMEZA,115296000011,INSTITUCIÓN EDUCATIVA JUAN JOSE REYES PATRIA,215296000147,MOTUA,MOTUA
GÁMEZA,215296000058,INSTITUCIÓN EDUCATIVA SAZA,215296000058,INSTITUCIÓN EDUCATIVA SAZA SEDE PRINCIPAL,SAZA
GÁMEZA,215296000058,INSTITUCIÓN EDUCATIVA SAZA,215296000112,CHITAL,SAZA
GÁMEZA,215296000058,INSTITUCIÓN EDUCATIVA SAZA,215296000040,SIMON BOLIVAR,SAZA
GÁMEZA,215296000058,INSTITUCIÓN EDUCATIVA SAZA,215296000066,LA CAPILLA,CAPILLA
GÁMEZA,215296000058,INSTITUCIÓN EDUCATIVA SAZA,215296000091,NIMISIA,SATOBA
GARAGOA,115299000011,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL MARCO AURELIO BERNAL,215299000253,BOJACA,BOJACÁ
GARAGOA,115299000011,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL MARCO AURELIO BERNAL,215299000172,CUCHARERO,CUCHARERO
GARAGOA,115299000011,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL MARCO AURELIO BERNAL,215299000245,ARADA CHIQUITA,ARADA CHIQUITA
GARAGOA,115299000011,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL MARCO AURELIO BERNAL,215299000067,ARADA GRANDE,ARADA GRANDE
GARAGOA,115299000011,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL MARCO AURELIO BERNAL,215299000083,GUAYABAL,GUAYABAL
GARAGOA,115299000011,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL MARCO AURELIO BERNAL,215299000237,BANCOS DE ARADA,BANCOS DE ARADA
GARAGOA,115299000011,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL MARCO AURELIO BERNAL,215299000229,BANCOS DE PARAMO,BANCOS DE PÁRAMO
GARAGOA,115299000011,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL MARCO AURELIO BERNAL,215299000121,FUMBAQUE,FUMBAQUE
GARAGOA,115299000011,INSTITUCIÓN EDUCATIVA TÉCNICO INDUSTRIAL MARCO AURELIO BERNAL,215299000113,HIPAQUIRA,HIPAQUIRA
GARAGOA,115299000038,INSTITUCIÓN EDUCATIVA TÉCNICA SAN LUIS,215299000148,GUANICA GRANDE,GUÁNICA GRANDE
GARAGOA,115299000038,INSTITUCIÓN EDUCATIVA TÉCNICA SAN LUIS,215299000130,GUANICA MOLINO,GUÁNICA MOLINO
GARAGOA,115299000038,INSTITUCIÓN EDUCATIVA TÉCNICA SAN LUIS,215299000199,CALDERA ARRIBA,CALDERA ARRIBA
GARAGOA,115299000038,INSTITUCIÓN EDUCATIVA TÉCNICA SAN LUIS,215299000091,QUIGUA ARRIBA,QUIGUA ARRIBA
GARAGOA,115299000038,INSTITUCIÓN EDUCATIVA TÉCNICA SAN LUIS,215299000105,RESGUARDO MOCHILERO,RESGUARDO MOCHILERO
GARAGOA,115299000038,INSTITUCIÓN EDUCATIVA TÉCNICA SAN LUIS,215299000202,CIENEGA BALVANERA,CIÉNEGA BALVANERA
GARAGOA,115299000038,INSTITUCIÓN EDUCATIVA TÉCNICA SAN LUIS,215299000211,CIENEGA GUARUMAL,CIÉNEGA GUARUMAL
GUACAMAYAS,115317000016,INSTITUCIÓN EDUCATIVA TECNICA  SAN DIEGO DE ALCALA,215317000053,ALIZAL,ALIZAL
GUACAMAYAS,115317000016,INSTITUCIÓN EDUCATIVA TECNICA  SAN DIEGO DE ALCALA,215317000070,CHISCOTE,CHISCOTE
GUACAMAYAS,115317000016,INSTITUCIÓN EDUCATIVA TECNICA  SAN DIEGO DE ALCALA,215317000100,EL CHIVECHE,EL CHIVECHE
GUACAMAYAS,115317000016,INSTITUCIÓN EDUCATIVA TECNICA  SAN DIEGO DE ALCALA,215317000037,RESUMIDERO,CHISCOTE
GUACAMAYAS,115317000016,INSTITUCIÓN EDUCATIVA TECNICA  SAN DIEGO DE ALCALA,215317000151,RITANGA,EL CHIVECHE
GUACAMAYAS,115317000016,INSTITUCIÓN EDUCATIVA TECNICA  SAN DIEGO DE ALCALA,215317000088,URAGON,URAGON
GUATEQUE,115322000016,INSTITUCIÓN EDUCATIVA TECNICA ENRIQUE OLAYA HERRERA,215322000100,ROSALES,ROSALES
GUATEQUE,115322000016,INSTITUCIÓN EDUCATIVA TECNICA ENRIQUE OLAYA HERRERA,215322000151,TINCACHOQUE,TINCACHOQUE
GUATEQUE,115322000016,INSTITUCIÓN EDUCATIVA TECNICA ENRIQUE OLAYA HERRERA,215322000142,GAUNZA ARRIBA,GAUNZA ARRIBA
GUATEQUE,115322000016,INSTITUCIÓN EDUCATIVA TECNICA ENRIQUE OLAYA HERRERA,215322000134,GAUNZA ABAJO,GAUNZA ABAJO
GUATEQUE,115322000016,INSTITUCIÓN EDUCATIVA TECNICA ENRIQUE OLAYA HERRERA,215322000169,PIEDRA PARADA,PIEDRA PARADA
GUATEQUE,115322000016,INSTITUCIÓN EDUCATIVA TECNICA ENRIQUE OLAYA HERRERA,215322000126,CHORRO DE ORO,CHORRO DE ORO
GUAYATÁ,215325000089,INSTITUCIÓN EDUCATIVA SOCHAQUIRA ABAJO,215325000089,INSTITUCIÓN EDUCATIVA SOCHAQUIRA ABAJO - SEDE PRINCIPAL,SOCHAQUIRA ABAJO
GUAYATÁ,215325000089,INSTITUCIÓN EDUCATIVA SOCHAQUIRA ABAJO,215325000160,ESCALERAS,ESCALERAS
GUAYATÁ,215325000089,INSTITUCIÓN EDUCATIVA SOCHAQUIRA ABAJO,215325000259,SOCHAQUIRA ARRIBA,SOCHAQUIRA ARRIBA
GUAYATÁ,215325000089,INSTITUCIÓN EDUCATIVA SOCHAQUIRA ABAJO,215325000151,TENCUA ABAJO,SOCHAQUIRA TENCUA ABAJO
GUAYATÁ,215325000089,INSTITUCIÓN EDUCATIVA SOCHAQUIRA ABAJO,215325000267,CALICHE,CALICHE ABAJO
GUAYATÁ,215325000089,INSTITUCIÓN EDUCATIVA SOCHAQUIRA ABAJO,215325000119,GUAQUIRA,GUAQUIRA
GUAYATÁ,215325000321,INSTITUCIÓN EDUCATIVA  TÉCNICA LAS MERCEDES,215325000071,RINCON ARRIBA,RINCON ARRIBA
GUAYATÁ,215325000321,INSTITUCIÓN EDUCATIVA  TÉCNICA LAS MERCEDES,215325000054,CIAVITA Nº 2,CIAVITA SEGUNDO
GUAYATÁ,215325000321,INSTITUCIÓN EDUCATIVA  TÉCNICA LAS MERCEDES,215325000186,CIAVITA TERCERO,CIAVITA TERRO
GUAYATÁ,215325000321,INSTITUCIÓN EDUCATIVA  TÉCNICA LAS MERCEDES,215325000046,FONZAQUE ABAJO,FONZAQUE ABAJO
GUAYATÁ,215325000321,INSTITUCIÓN EDUCATIVA  TÉCNICA LAS MERCEDES,215325000097,FONZAQUE ARRIBA,FONZAQUE ARRIBA
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000086,CARMELO BARON,SAN JUAN
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000167,JULIO JOSUE CRISTANCHO,TABOR
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000060,FRANCISCO JOSE DE CALDAS,EL CALVARIO
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000159,BELLAVISTA,EL TABOR
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000141,LA CANDELARIA,TABOR
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000051,EL MOSCO,EL CALVARIO
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000108,SAN FRANCISCO,SAN ROQUE
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000116,SAN ROQUE,SAN ROQUE
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000078,SIMON TORRES,SAN LUIS
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000094,PIEDRA ECHADA,SAN IGNACIO
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000281,EL CARDÓN,LA CUEVA
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,115332000391,EL HIGUERON,LA CUEVA
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000175,EL JORDAN,EL JORDAN
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000027,SAN ANTONIO,LA CUEVA
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000191,SAN IGNACIO,SAN IGNACIO
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000183,SAN JUAN NEPOMUCENO,SAN JUAN
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000124,SAN LUIS,SAN LUIS
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215223000211,INDIGENA SURAQUESIA,COMUNIDAD SURAQUESIA
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000035,LA PAJITA,LA PAJITA
GÜICÁN,115332000294,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000400,INDIGENA SÍNSIGA,RESGUARDO INDIGENA BÁCHIRA - SECTOR SÍNSIGA
IZA,315362000093,INSTITUCIÓN EDUCATIVA TECNICA SERGIO CAMARGO,215362000064,AGUA CALIENTE,AGUA CALIENTE
IZA,315362000093,INSTITUCIÓN EDUCATIVA TECNICA SERGIO CAMARGO,215362000048,COLEGIO EDUCACIÓN BASICA  CARICHANA,CARICHANA
IZA,315362000093,INSTITUCIÓN EDUCATIVA TECNICA SERGIO CAMARGO,115362000108,BUSAGA,BUSAGA
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000062,CARRIZAL JAIMES,CARRIZAL JAIMES
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000143,CARRIZAL ALTO,CARRIZAL ALTO
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000160,CARRIZAL BAJO,CARRIZAL BAJO
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000097,RODRIGUEZ,RODRIGUEZ
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000046,DULCEYES,DULCEYES
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000089,PIRANGUATA,PIRANGUATA
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000101,SOLERES,SOLERES
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000127,BAGANIQUE CENTRO,BAGANIQUE CENTRO
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000135,BAGANIQUE ALTO,BAGANIQUE ALTO
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000119,BAGANIQUE BAJO,BAGANIQUE BAJO
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000259,NONCETA,NONCETA
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000232,PAECES ALTO,PAECES ALTO
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000054,FORAQUIRA,FORAQUIRÁ
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000038,CARDONAL,CARDONAL
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000071,PAECES BAJO,PAECES BAJO
JENESANO,115367000017,INSTITUCIÓN  EDUCATIVA TECNICO  COMERCIAL,215367000178,SUPANECA,SUPANECA
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000023,CENTRO EDUCATIVO  SAN JOSE DE CHEVA,TINTOBA
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000210,SAN RAFAEL,ESTANCIA
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000228,SANTA HELENA,ESTANCIA
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000031,PUEBLO VIEJO,PUEBLO VIEJO
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000074,LA OVEJERA,LA OVEJERA
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000147,EL COCUBAL,COCUBAL
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000236,APOSENTOS,PUEBLO VIEJO
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000066,PANTANO HONDO,CHILCAL
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000058,LA PLAYA,CHILCAL
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000201,LOS GALAPAGOS,TAPIAS
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000104,EL REPOSO,TAPIAS
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000082,BACOTA,BACOTA
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000112,EL ASERRADERO,BACOTA
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000171,EL MANCO,JUNCAL
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000139,EL JUNCAL,EL JUNCAL
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000040,TAPIAS,TAPIAS
JERICÓ,115368000151,INSTITUCIÓN EDUCATIVA TECNICA LOPEZ QUEVEDO,215368000180,TINTOBA CHIQUITO,TINTOBA CHIQUITO
LA CAPILLA,315380000114,INSTITUCIÓN EDUCATIVA LA CANDELARIA,215380000071,LA PALMA,PALMA ARRIBA
LA CAPILLA,315380000114,INSTITUCIÓN EDUCATIVA LA CANDELARIA,215380000098,BARROBLANCO,BARROBLANCO
LA CAPILLA,315380000114,INSTITUCIÓN EDUCATIVA LA CANDELARIA,215380000080,CAMAGOA,CAMAGOA
LA CAPILLA,315380000114,INSTITUCIÓN EDUCATIVA LA CANDELARIA,215380000055,PARAMO,PARAMO
LA CAPILLA,315380000114,INSTITUCIÓN EDUCATIVA LA CANDELARIA,215380000128,PEÑAS,PEÑAS
LA CAPILLA,315380000114,INSTITUCIÓN EDUCATIVA LA CANDELARIA,215380000063,ZINC,ZINC
LA UVITA,115403000011,INSTITUCIÓN EDUCATIVA TECNICA NUESTRA SEÑORA DE LAS MERCEDES,215403000091,SAN BERNARDO ALTO,SAN BERNARDO
LA UVITA,115403000011,INSTITUCIÓN EDUCATIVA TECNICA NUESTRA SEÑORA DE LAS MERCEDES,215403000104,DE VARGAS,DE VARGAS
LA UVITA,115403000011,INSTITUCIÓN EDUCATIVA TECNICA NUESTRA SEÑORA DE LAS MERCEDES,215403000058,EL CARMEN,EL CARMEN
LA UVITA,115403000011,INSTITUCIÓN EDUCATIVA TECNICA NUESTRA SEÑORA DE LAS MERCEDES,215403000066,EL HATICO,EL HATICO
LA UVITA,115403000011,INSTITUCIÓN EDUCATIVA TECNICA NUESTRA SEÑORA DE LAS MERCEDES,215403000155,EL TOTUMO,SAN BERNARDO
LA UVITA,115403000011,INSTITUCIÓN EDUCATIVA TECNICA NUESTRA SEÑORA DE LAS MERCEDES,215403000139,SAN IGNACIO,SAN IGNACIO
LA UVITA,415403000197,INSTITUCIÓN EDUCATIVA TECNICA AGROINDUSTRIAL CUSAGUI,415403000197,INSTITUCIÓN EDUCATIVA TECNICA AGROINDUSTRIAL  CUSAGUI SEDE PRINCIPAL,CUSAGUI
LA UVITA,415403000197,INSTITUCIÓN EDUCATIVA TECNICA AGROINDUSTRIAL CUSAGUI,215403000112,CAÑITAS CENTRO,CAÑITAS
LA UVITA,415403000197,INSTITUCIÓN EDUCATIVA TECNICA AGROINDUSTRIAL CUSAGUI,215403000121,CANGREJAL,CAÑITAS
LA UVITA,415403000197,INSTITUCIÓN EDUCATIVA TECNICA AGROINDUSTRIAL CUSAGUI,215403000040,CUSAGUI,CUSAGUI
LA UVITA,415403000197,INSTITUCIÓN EDUCATIVA TECNICA AGROINDUSTRIAL CUSAGUI,215403000074,SAN ANTONIO,SAN ANTONIO
LA VICTORIA,315401000276,INSTITUCIÓN EDUCATIVA  ALFONSO LOPEZ PUMAREJO,215401000212,CHAPON,CHAPON
LA VICTORIA,315401000276,INSTITUCIÓN EDUCATIVA  ALFONSO LOPEZ PUMAREJO,215401000221,PAIME,PAIME
LA VICTORIA,315401000276,INSTITUCIÓN EDUCATIVA  ALFONSO LOPEZ PUMAREJO,215401000107,LOS CEDROS,LOS CEDROS
LA VICTORIA,315401000276,INSTITUCIÓN EDUCATIVA  ALFONSO LOPEZ PUMAREJO,215401000093,SANTA ELENA,SANTA HELENA
LA VICTORIA,315401000276,INSTITUCIÓN EDUCATIVA  ALFONSO LOPEZ PUMAREJO,215401000042,SAN MARTIN,SAN MARTIN
LA VICTORIA,315401000276,INSTITUCIÓN EDUCATIVA  ALFONSO LOPEZ PUMAREJO,215401000298,EL RAMAL,LA VICTORIA
LA VICTORIA,315401000276,INSTITUCIÓN EDUCATIVA  ALFONSO LOPEZ PUMAREJO,215401000166,NOPASAL,NOPASAL
LA VICTORIA,315401000276,INSTITUCIÓN EDUCATIVA  ALFONSO LOPEZ PUMAREJO,215401000115,PUENTON,PUENTON
LA VICTORIA,315401000276,INSTITUCIÓN EDUCATIVA  ALFONSO LOPEZ PUMAREJO,215401000280,BUENAVISTA,BUENAVISTA
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000095,HATO VIEJO,HATO VIEJO
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000061,CUAZA,CUAZA
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000320,LA PALMA,HATO VIEJO
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000117,SUACIA,SUACIA
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000184,TABLON,TABLON
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000150,TOCARIA,TOCARIA
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000265,ASERRADERO,USAZA
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000168,COMEJOQUE,OCHICA
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000079,ENCENILLO,UCHUVITA
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000303,LA LORENA,OCHICA
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000141,LA MONTAÑA,OCHICA
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000249,EL MORAL,OCHICA
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000125,EL TRONADOR,USAZA
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000222,CHAGUAZA,CHAGUAZA
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000133,GUAYABAL,GUAYABAL
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000290,LOS YOPOS,CHAGUAZA
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000044,OCOBE,GUAYABAL
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000087,SALITRE,SALITRE
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000109,TOBACA,CUAZA
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000052,LA HOYA,UCHUVITA
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000281,LA ESPERANZA,SALITRE
LABRANZAGRANDE,115377000015,INSTITUCIÓN EDUCATIVA TECNICA VALENTIN GARCIA,215377000338,CUETA,GUAYABAL
