MUNICIPIO,CODIGO DANE INSTITUCIÓN,ESTABLECIMIENTO EDUCATIVO,CODIGO DANE SEDE,SEDE,VEREDA
PAIPA,115516000424,INSTITUCIÓN EDUCATIVA  TOMAS VASQUEZ RODRIGUEZ,215516000429,EL VENADO,EL VENADO
PAIPA,415516000410,INSTITUCIÓN EDUCATIVA TECNICA  AGROPECUARIA  DE PALERMO,415516000410,INSTITUCIÓN EDUCATIVA TECNICA  AGROPECUARIA  DE PALERMO SEDE PRINCIPAL,CORREGIMIENTO DE PALERMO
PAIPA,415516000410,INSTITUCIÓN EDUCATIVA TECNICA  AGROPECUARIA  DE PALERMO,215516000119,PEÑA AMARILLA,PEÑA AMARILLA
PAIPA,415516000410,INSTITUCIÓN EDUCATIVA TECNICA  AGROPECUARIA  DE PALERMO,215516000071,EL CURIAL,EL CURIAL
PAIPA,415516000410,INSTITUCIÓN EDUCATIVA TECNICA  AGROPECUARIA  DE PALERMO,215516000500,EL RETIRO,EL RETIRO
PAIPA,415516000410,INSTITUCIÓN EDUCATIVA TECNICA  AGROPECUARIA  DE PALERMO,215516000607,SAN PEDRO,SAN PEDRO
PAIPA,215516000127,INSTITUCIÓN EDUCATIVA RAFAEL BAYONA NIÑO,215516000569,RINCON DE ESPAÑOLES,RINCON DE ESPAÑOLES
PAIPA,215516000542,I.NSTITUCION EDUCATIVA TECNICA AGRICOLA,215516000186,EL TUNAL,EL TUNAL
PAIPA,215516000542,I.NSTITUCION EDUCATIVA TECNICA AGRICOLA,215516000275,ALTO PLATEADO,PASTOREROS
PAIPA,215516000542,I.NSTITUCION EDUCATIVA TECNICA AGRICOLA,215516000267,QUEBRADA HONDA,QUEBRADA HONDA
PAIPA,215516000305,INSTITUCIÓN EDUCATIVA TECNICA PANTANO DE VARGAS,215516000160,CAÑOS,CAÑOS
PAIPA,215516000305,INSTITUCIÓN EDUCATIVA TECNICA PANTANO DE VARGAS,215516000593,EL CHITAL,EL CHITAL
PAIPA,215516000305,INSTITUCIÓN EDUCATIVA TECNICA PANTANO DE VARGAS,215516000224,VENTA DE LLANO,VENTA DE LLANO
PAIPA,315516000016,INSTITUCIÓN EDUCATIVA EL ROSARIO,215516000151,RIO ARRIBA,RIO ARRIBA
PAJARITO,115518000219,INSTITUCIÓN EDUCATIVA  AGROPECUARIA,215518000299,MIRAFLORES,MIRAFLORES
PAJARITO,115518000219,INSTITUCIÓN EDUCATIVA  AGROPECUARIA,215518000183,CHARANGA,HUERTAVIEJA SECTOR CHARANGA
PAJARITO,115518000219,INSTITUCIÓN EDUCATIVA  AGROPECUARIA,215518000167,SABANA LARGA,SABANA LARGA
PAJARITO,115518000219,INSTITUCIÓN EDUCATIVA  AGROPECUARIA,215518000060,PEÑA ALTA,PEÑALTA
PANQUEBA,115522000126,INSTITUCIÓN EDUCATIVA TECNICA  DE PANQUEBA,215522000091,ARRAYANAL,ARRAYANAL
PANQUEBA,115522000126,INSTITUCIÓN EDUCATIVA TECNICA  DE PANQUEBA,215522000074,CARRASPOZAL,CARRASPOZAL
PANQUEBA,115522000126,INSTITUCIÓN EDUCATIVA TECNICA  DE PANQUEBA,215522000104,GUITARRILLA,VADA GUITARRILLA
PANQUEBA,115522000126,INSTITUCIÓN EDUCATIVA TECNICA  DE PANQUEBA,215522000082,MOSTAZAL,MOSTAZAL
PANQUEBA,115522000126,INSTITUCIÓN EDUCATIVA TECNICA  DE PANQUEBA,215522000023,ORGONIGA,ORGONIGA
PANQUEBA,115522000126,INSTITUCIÓN EDUCATIVA TECNICA  DE PANQUEBA,215522000058,OVEJERAS,OVEJERAS
PANQUEBA,115522000126,INSTITUCIÓN EDUCATIVA TECNICA  DE PANQUEBA,215522000031,SAN RAFAEL,SAN RAFAEL
PAUNA,115531000015,INSTITUCIÓN  EDUCATIVA TECNICO NACIONALIZADO DE PAUNA,215531000036,MINIPI,MINIPI
PAUNA,115531000015,INSTITUCIÓN  EDUCATIVA TECNICO NACIONALIZADO DE PAUNA,215531000486,PIACHE BAJO,PIACHE BAJO
PAUNA,115531000015,INSTITUCIÓN  EDUCATIVA TECNICO NACIONALIZADO DE PAUNA,215531000044,PIACHE Y APICHA,PIACHE Y APICHA
PAUNA,115531000015,INSTITUCIÓN  EDUCATIVA TECNICO NACIONALIZADO DE PAUNA,215531000192,TOPITO Y QUIBUCO,TOPITO Y QUIBUCO
PAUNA,115531000015,INSTITUCIÓN  EDUCATIVA TECNICO NACIONALIZADO DE PAUNA,215531000214,IBAMA,IBAMA
PAUNA,115531000015,INSTITUCIÓN  EDUCATIVA TECNICO NACIONALIZADO DE PAUNA,215531000133,TOPO GRANDE,TOPO GRANDE
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000435,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA DE DESARROLLO RURAL SEDE PRINCIPAL,HONDA Y VOLCAN
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000117,MANOTE BAJO,MANOTE BAJO
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000508,BOQUIPÍ,BOQUIPÍ
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000095,HONDA Y VOLCAN,HONDA Y VOLCAN
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000559,LA BELLA UNION,PARAMO
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000079,LA ESPERANZA,LA ESPERANZA
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000249,PARAMO,PARAMO
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000222,MORAL Y LOMA ALTA,MORAL Y LOMA ALTA
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000273,AGUASAL,AGUASAL
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000168,CARACOL,CARACOL
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000150,CARARE,CARARE
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000176,SAN ISIDRO,PIEDRA GORDA
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000184,LLANO GRANDE,LLANO GRANDE
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000206,MANOTE ALTO,MANOTE ALTO
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000257,MONTE Y PINAL,MONTE Y PINAL
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000087,CRISTO REY,PIEDRA GORDA
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000265,SAN ANTONIO,MONTE Y PINAL
PAUNA,215531000435,INSTITUCIÓN EDUCATIVA  TECNICA AGROPECUARIA DE DESARROLLO RURAL,215531000541,LOS GUADALES,PUEBLO VIEJO
PAUNA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA SEDE PRINCIPAL,SANTA ROSA
PAUNA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA,215531000290,CAPEZ Y CHORRERA,CAPEZ Y CHORRERA
PAUNA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA,215531000125,FURATENA Y PURI,FURATENA Y PURI
PAUNA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA,215531000109,PISTORAQUE,PISTORAQUE
PAUNA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA,215531000516,QUIPAMA,QUIPAMA
PAUNA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA,215531000320,AGUA FRIA,TRAVESIAS Y OTRO MUNDO
PAUNA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA,215531000401,BUENAVISTA,TRAVESIAS Y OTRO MUNDO
PAUNA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA,215531000532,BUENOS AIRES,TRAVESIAS Y OTRO MUNDO
PAUNA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA,215531000494,GALLINEROS,TRAVESIAS Y OTRO MUNDO
PAUNA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA,215531000524,LA ESPERANZA TRAVESIAS,TRAVESIAS Y OTRO MUNDO
PAUNA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA,215531000371,LAS DELICIAS,TRAVESIAS Y OTRO MUNDO
PAUNA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA,215531000338,PALMARONA,TRAVESIAS Y OTRO MUNDO
PAUNA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA,215531000052,QUEBRADA SECA,QUEBRADA SECA
PAUNA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA,215531000346,IBACAPI Y LA PEÑA,IBACAPI Y LA PEÑA
PAUNA,215531000478,INSTITUCIÓN EDUCATIVA SANTA ROSA,215531000541,PLAN DEL IBACAPI,IBACAPI Y LA PEÑA
PAYA,115533000179,INSTITUCIÓN EDUCATIVA TECNICO  SIMONA AMAYA,215533000114,SOAPAGA Y ABEJON,RURAL
PAYA,115533000179,INSTITUCIÓN EDUCATIVA TECNICO  SIMONA AMAYA,215533000092,TUTAZA,RURAL
PAYA,115533000179,INSTITUCIÓN EDUCATIVA TECNICO  SIMONA AMAYA,215533000181,LLANO DE MIGUEL,RURAL
PAYA,115533000179,INSTITUCIÓN EDUCATIVA TECNICO  SIMONA AMAYA,215533000157,GUACAL,RURAL
PAYA,115533000179,INSTITUCIÓN EDUCATIVA TECNICO  SIMONA AMAYA,215533000149,BOCA DE MONTE,RURAL
PAYA,115533000179,INSTITUCIÓN EDUCATIVA TECNICO  SIMONA AMAYA,215533000190,LA UNION SAN JOSE,RURAL
PAYA,215533000106,INSTITUCIÓN EDUCATIVA EL ROSARIO,215533000106,INSTITUCIÓN EDUCATIVA EL ROSARIO SEDE PRINCIPAL,INSPECCIÓN MORCOTE
PAYA,215533000106,INSTITUCIÓN EDUCATIVA EL ROSARIO,215533000203,GUAYABAL,GUAYABAL
PAYA,215533000106,INSTITUCIÓN EDUCATIVA EL ROSARIO,215533000238,SABANETA,SABANETA
PAYA,215533000106,INSTITUCIÓN EDUCATIVA EL ROSARIO,215533000254,ALTAMIRA,ALTAMIRA
PAYA,215533000106,INSTITUCIÓN EDUCATIVA EL ROSARIO,215533000301,LA UNION,LA UNION
PAYA,215533000106,INSTITUCIÓN EDUCATIVA EL ROSARIO,215533000211,NISCOTA,RURAL
PAYA,215533000106,INSTITUCIÓN EDUCATIVA EL ROSARIO,215533000289,MILAGROS,RURAL
PAYA,215533000106,INSTITUCIÓN EDUCATIVA EL ROSARIO,215533000220,TOCARIA,RURAL
PAZ DE RÍO,115537000025,INSTITUCIÓN EDUCATIVA TECNICA  INDUSTRIAL Y MINERA,215537000267,CONCENTRACIÓN,SOAPAGA
PAZ DE RÍO,115537000025,INSTITUCIÓN EDUCATIVA TECNICA  INDUSTRIAL Y MINERA,215537000089,TORRE DE TELEVISION,COLACOTE
PAZ DE RÍO,115537000025,INSTITUCIÓN EDUCATIVA TECNICA  INDUSTRIAL Y MINERA,215537000119,SOCOTACITO,SOCOTACITO
PAZ DE RÍO,115537000025,INSTITUCIÓN EDUCATIVA TECNICA  INDUSTRIAL Y MINERA,215537000135,PIEDRAGORDA,PIEDRA GORDA
PAZ DE RÍO,115537000025,INSTITUCIÓN EDUCATIVA TECNICA  INDUSTRIAL Y MINERA,215537000143,LAS TAPIAS,CHITAGOTO
PAZ DE RÍO,115537000025,INSTITUCIÓN EDUCATIVA TECNICA  INDUSTRIAL Y MINERA,215537000151,CHORRERA,CHORRERA
PAZ DE RÍO,115537000025,INSTITUCIÓN EDUCATIVA TECNICA  INDUSTRIAL Y MINERA,215537000160,CHITAGOTO ALTO,CHITAGOTO ALTO
PAZ DE RÍO,115537000025,INSTITUCIÓN EDUCATIVA TECNICA  INDUSTRIAL Y MINERA,215537000194,COLACOTE,COLACOTE
PAZ DE RÍO,115537000025,INSTITUCIÓN EDUCATIVA TECNICA  INDUSTRIAL Y MINERA,215537000241,SOAPAGA,SOAPAGA
PAZ DE RÍO,115537000025,INSTITUCIÓN EDUCATIVA TECNICA  INDUSTRIAL Y MINERA,215537000224,CARICHANA,CARICHARA
PESCA,215542000194,INSTITUCIÓN EDUCATIVA EL HATO,215542000194,INSTITUCIÓN EDUCATIVA EL HATO SEDE PRINCIPAL,EL HATO
PESCA,215542000194,INSTITUCIÓN EDUCATIVA EL HATO,215542000097,CHAVIGA,CHAVIGA
PESCA,215542000194,INSTITUCIÓN EDUCATIVA EL HATO,215542000259,BARRIALES,CARBONERA
PESCA,215542000194,INSTITUCIÓN EDUCATIVA EL HATO,215542000313,SOACÁ,SOACÁ
PESCA,215542000194,INSTITUCIÓN EDUCATIVA EL HATO,215542000241,CERRO LARGO,CARBONERA
PESCA,215542000194,INSTITUCIÓN EDUCATIVA EL HATO,215542000071,LA PEÑA,CHÁVIGA
PESCA,215542000224,INSTITUCIÓN EDUCATIVA BUTAGA,215542000224,INSTITUCIÓN EDUCATIVA BUTAGÁ SEDE PRINCIPAL,BUTAGÁ
PESCA,215542000224,INSTITUCIÓN EDUCATIVA BUTAGA,215542000216,CHAGUATA,CHAGUATA
PESCA,215542000224,INSTITUCIÓN EDUCATIVA BUTAGA,215542000283,PIEDRAS BLANCAS,PUERTA CHIQUITA
PESCA,215542000224,INSTITUCIÓN EDUCATIVA BUTAGA,215542000101,RODEO,BUTAGA
PESCA,215542000224,INSTITUCIÓN EDUCATIVA BUTAGA,215542000127,PUERTA CHIQUITA,PUERTA CHIQUITA
PESCA,215542000224,INSTITUCIÓN EDUCATIVA BUTAGA,215542000062,SAN LUIS DE LAS PALMAS,EL PALAMAR
PESCA,215542000224,INSTITUCIÓN EDUCATIVA BUTAGA,215542000119,TINTAL,TINTAL
PESCA,115542000025,INSTITUCION EDUCATIVA INDALECIO VASQUEZ,215542000232,SUANEME,SUANEME
PESCA,115542000025,INSTITUCION EDUCATIVA INDALECIO VASQUEZ,215542000330,LLANO GRANDE,LLANO GRANDE
PESCA,115542000025,INSTITUCION EDUCATIVA INDALECIO VASQUEZ,215542000267,NARANJOS,NARANJOS
PESCA,115542000025,INSTITUCION EDUCATIVA INDALECIO VASQUEZ,215542000186,HERMINIA GALÁN NOCUATÁ,NOCUATÁ
PESCA,115542000025,INSTITUCION EDUCATIVA INDALECIO VASQUEZ,215542000143,CORAZÓN,CORAZÓN
PISBA,115550000191,INSTITUCIÓN EDUCATIVA RAMON BARRANTES,215550000080,BUENAVISTA,MONIQUIRA
PISBA,115550000191,INSTITUCIÓN EDUCATIVA RAMON BARRANTES,215550000144,ANTONIO NARIÑO,PLATANALES
PISBA,115550000191,INSTITUCIÓN EDUCATIVA RAMON BARRANTES,215550000152,SIMÓN BOLIVAR,TOBACA
PISBA,115550000191,INSTITUCIÓN EDUCATIVA RAMON BARRANTES,215550000161,GENERAL SANTANDER,PANCOTA
PISBA,115550000191,INSTITUCIÓN EDUCATIVA RAMON BARRANTES,215550000179,JOSE ACEVEDO Y GOMEZ,AGUABLANCA
PISBA,115550000191,INSTITUCIÓN EDUCATIVA RAMON BARRANTES,215550000187,DIVINO NIÑO,MIRAFLORES
PISBA,115550000191,INSTITUCIÓN EDUCATIVA RAMON BARRANTES,215550000195,SANTA INES,JOTA
PISBA,115550000191,INSTITUCIÓN EDUCATIVA RAMON BARRANTES,215550000209,VILLA DEL ROSARIO,SAN LUIS
PISBA,115550000191,INSTITUCIÓN EDUCATIVA RAMON BARRANTES,215550000233,NUEVO MILENIO,PANCOTA
PISBA,115550000191,INSTITUCIÓN EDUCATIVA RAMON BARRANTES,215550000110,JUAN JOSE RONDON,MONQUIRA
PISBA,115550000191,INSTITUCIÓN EDUCATIVA RAMON BARRANTES,215550000225,MANUELA BELTRAN,MONQUIRA SECTOR LACOSTA
PISBA,115550000191,INSTITUCIÓN EDUCATIVA RAMON BARRANTES,215550000217,SAN JOSE,VILLA DE LEYVA
PUERTO BOYACÁ,215572000181,INSTITUCIÓN EDUCATIVA TECNICA JOSE JOAQUIN ORTIZ,215572001152,LOS LAURELES,EL PESCADO
PUERTO BOYACÁ,215572000181,INSTITUCIÓN EDUCATIVA TECNICA JOSE JOAQUIN ORTIZ,215572001080,COCOMONO,MARAÑAL COCOMONO
PUERTO BOYACÁ,215572000181,INSTITUCIÓN EDUCATIVA TECNICA JOSE JOAQUIN ORTIZ,215572000831,ISLA PALOMO,ISLA PALOMO
PUERTO BOYACÁ,215572000181,INSTITUCIÓN EDUCATIVA TECNICA JOSE JOAQUIN ORTIZ,215572000105,PUERTO GUTIERREZ,LA UNION PUERTO GUTIERREZ
PUERTO BOYACÁ,215572000181,INSTITUCIÓN EDUCATIVA TECNICA JOSE JOAQUIN ORTIZ,215572000954,GENERAL GUSTAVO MATAMOROS,KM 1 Y 1/2
PUERTO BOYACÁ,215572000181,INSTITUCIÓN EDUCATIVA TECNICA JOSE JOAQUIN ORTIZ,215572000091,EL TRIANGULO KM 25,KM 25
PUERTO BOYACÁ,215572000181,INSTITUCIÓN EDUCATIVA TECNICA JOSE JOAQUIN ORTIZ,215572001047,KILOMETRO 11,KILOMETRO 11
PUERTO BOYACÁ,215572000121,INSTITUCIÓN EDUCATIVA TECNICA  PUERTO SERVIEZ,215572001144,ISLA CARBONERO,ISLA CARBONERO
PUERTO BOYACÁ,215572000121,INSTITUCIÓN EDUCATIVA TECNICA  PUERTO SERVIEZ,215572000814,SANTA BARBARA,SANTA BARBARA
PUERTO BOYACÁ,215572000121,INSTITUCIÓN EDUCATIVA TECNICA  PUERTO SERVIEZ,215572000121,INSTITUCIÓN EDUCATIVA TECNICA  PUERTO SERVIEZ SEDE PRINCIPAL,PUERTO SERVIEZ
PUERTO BOYACÁ,215572000334,INSTITUCIÓN EDUCATIVA EL PRADO,215572000334,INSTITUCIÓN EDUCATIVA EL PRADO SEDE PRINCIPAL,CALDERON
PUERTO BOYACÁ,215572000334,INSTITUCIÓN EDUCATIVA EL PRADO,215572000237,BATERIA TRES,LOCALIDAD BACTERIA 3
PUERTO BOYACÁ,215572000334,INSTITUCIÓN EDUCATIVA EL PRADO,215572000113,PALAGUA ALIANZA,PALAGUA
PUERTO BOYACÁ,215572000334,INSTITUCIÓN EDUCATIVA EL PRADO,215572000288,CRUCE DEL CHAPARRO,CHAPARRO
PUERTO BOYACÁ,215572000334,INSTITUCIÓN EDUCATIVA EL PRADO,215572000211,AGUALINDA,LOCALIDAD AGUALINDA
PUERTO BOYACÁ,215572000334,INSTITUCIÓN EDUCATIVA EL PRADO,215572000644,EL ERMITAÑO,EL ERMITAÑO
PUERTO BOYACÁ,215572000385,INSTITUCIÓN EDUCATIVA GUANEGRO,215572000385,INSTITUCIÓN EDUCATIVA GUANEGRO SEDE PRINCIPAL,GUANEGRO
PUERTO BOYACÁ,215572000385,INSTITUCIÓN EDUCATIVA GUANEGRO,215572000725,ALTO GUAGUAQUI,PUERTO PINEDA
PUERTO BOYACÁ,215572000385,INSTITUCIÓN EDUCATIVA GUANEGRO,215572000687,CAÑO JAGÜE,CAÑO JAGUE
PUERTO BOYACÁ,215572000385,INSTITUCIÓN EDUCATIVA GUANEGRO,215572000865,LAS PAVITAS,LAS PAVITAS
PUERTO BOYACÁ,215572000385,INSTITUCIÓN EDUCATIVA GUANEGRO,215572000423,EL PESCADO,EL PESCADO
PUERTO BOYACÁ,215572000385,INSTITUCIÓN EDUCATIVA GUANEGRO,215572000652,PATIO BONITO,PATIO BONITO
PUERTO BOYACÁ,215572000385,INSTITUCIÓN EDUCATIVA GUANEGRO,215572000733,LAS PAVAS,LAS PAVAS
PUERTO BOYACÁ,215572000385,INSTITUCIÓN EDUCATIVA GUANEGRO,215572000075,LAS MERCEDES,LAS MERCEDES
PUERTO BOYACÁ,215572000385,INSTITUCIÓN EDUCATIVA GUANEGRO,215572000202,EL TRAPICHE,EL TRAPICHE
PUERTO BOYACÁ,215572000393,INSTITUCIÓN EDUCATIVA PUERTO PINZON,215572000393,INSTITUCIÓN EDUCATIVA PUERTO PINZON SEDE PRINCIPAL,PUERTO PINZON
PUERTO BOYACÁ,215572000393,INSTITUCIÓN EDUCATIVA PUERTO PINZON,215572001101,LA ARENOSA,LA ARENOSA
PUERTO BOYACÁ,215572000393,INSTITUCIÓN EDUCATIVA PUERTO PINZON,215572000806,QUINCE LETRAS,QUIN LETRAS
PUERTO BOYACÁ,215572000393,INSTITUCIÓN EDUCATIVA PUERTO PINZON,215572000636,DOS QUEBRADAS,DOS QUEBRADAS
PUERTO BOYACÁ,215572000393,INSTITUCIÓN EDUCATIVA PUERTO PINZON,215572000083,POZO DOS,POZO DOS
PUERTO BOYACÁ,215572000393,INSTITUCIÓN EDUCATIVA PUERTO PINZON,215572001268,CENTRO EDUCATIVO  INTERCULTURAL JAIBANA,POZO DOS
PUERTO BOYACÁ,215572000938,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA EL MARFIL,215572000792,CAÑO NEGRO,CAÑO NEGRO
PUERTO BOYACÁ,215572000938,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA EL MARFIL,215572001098,AGUAS FRIAS,AGUAS FRIAS
PUERTO BOYACÁ,215572000938,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA EL MARFIL,215572001071,CAÑO RANGEL,DOSQUEBRADAS ALTO RANGEL
PUERTO BOYACÁ,215572000938,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA EL MARFIL,215572000768,SIMON BOLIVAR,PUERTO ROMERO
PUERTO BOYACÁ,215572000938,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA EL MARFIL,215572000164,LA CEIBA,EL OKAL
PUERTO BOYACÁ,215572000938,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA EL MARFIL,215572000156,LA PIZARRA,LA PIZARRA
PUERTO BOYACÁ,215572000938,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA EL MARFIL,215572000300,EL OKAL,EL OKAL
PUERTO BOYACÁ,215572000938,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA EL MARFIL,215572000130,EL MARFIL,EL MARFIL
PUERTO BOYACÁ,215572000938,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA EL MARFIL,215572000938,INSTITUCIÓN EDUCATIVA AGROPECUARIA EL MARFIL SEDE PRINCIPAL,EL MARFIL
PUERTO BOYACÁ,215572000938,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA EL MARFIL,215572000776,LA CRISTALINA,LA CRISTALINA
PUERTO BOYACÁ,215572000938,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA EL MARFIL,215572000997,CIELO ROTO,CIELO ROTO
PUERTO BOYACÁ,215572000938,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA EL MARFIL,215572000245,LAS PALOMAS,SECTOR LAS PALOMAS
QUÍPAMA,215580000017,INSTITUCIÓN EDUCATIVA LA FLORESTA,215580000017,INSTITUCIÓN EDUCATIVA LA FLORESTA SEDE PRINCIPAL,LA FLORESTA INSPECCION LA YE
QUÍPAMA,215580000017,INSTITUCIÓN EDUCATIVA LA FLORESTA,215580000530,VILLA ESPERANZA,SECTOR EL MANGO INSPECCION LA YE
QUÍPAMA,215580000017,INSTITUCIÓN EDUCATIVA LA FLORESTA,215580000238,SORQUESITO,NOTE
QUÍPAMA,215580000017,INSTITUCIÓN EDUCATIVA LA FLORESTA,215580000513,LOS CRISTALES,NOTE
QUÍPAMA,215580000017,INSTITUCIÓN EDUCATIVA LA FLORESTA,215580000246,NOTE,NOTE
QUÍPAMA,215580000041,INSTITUCIÓN EDUCATIVA TÉCNICA NUESTRA SEÑORA DE LA PAZ,215580000548,PARAISO,PARAISO
QUÍPAMA,215580000041,INSTITUCIÓN EDUCATIVA TÉCNICA NUESTRA SEÑORA DE LA PAZ,215580000505,PALMAR,PALMAR
QUÍPAMA,215580000041,INSTITUCIÓN EDUCATIVA TÉCNICA NUESTRA SEÑORA DE LA PAZ,215580000556,SAN LUIS,SAN LUIS
QUÍPAMA,215580000041,INSTITUCIÓN EDUCATIVA TÉCNICA NUESTRA SEÑORA DE LA PAZ,215580000165,AGUA FRIA,NOTE
QUÍPAMA,215580000041,INSTITUCIÓN EDUCATIVA TÉCNICA NUESTRA SEÑORA DE LA PAZ,215580000211,ITOCO NORTE,NOTE
QUÍPAMA,215580000041,INSTITUCIÓN EDUCATIVA TÉCNICA NUESTRA SEÑORA DE LA PAZ,215580000033,EL PARQUE,EL PARQUE
QUÍPAMA,215580000041,INSTITUCIÓN EDUCATIVA TÉCNICA NUESTRA SEÑORA DE LA PAZ,215580000254,BARRO BLANCO,BARRO BLANDO
QUÍPAMA,215580000041,INSTITUCIÓN EDUCATIVA TÉCNICA NUESTRA SEÑORA DE LA PAZ,215580000076,BALCON,BALCON
QUÍPAMA,215580000041,INSTITUCIÓN EDUCATIVA TÉCNICA NUESTRA SEÑORA DE LA PAZ,215580000475,ALBERTO GIRALDO,SORQUE GRANDE
QUÍPAMA,215580000041,INSTITUCIÓN EDUCATIVA TÉCNICA NUESTRA SEÑORA DE LA PAZ,215580000459,HACHITA,HACHITA
QUÍPAMA,215580000041,INSTITUCIÓN EDUCATIVA TÉCNICA NUESTRA SEÑORA DE LA PAZ,215580000092,GUACARY,GUACARY
QUÍPAMA,215580000041,INSTITUCIÓN EDUCATIVA TÉCNICA NUESTRA SEÑORA DE LA PAZ,215580000114,JOSE CORNELIO BORDA,LLANO GRANDE
QUÍPAMA,215580000521,INSTITUCIÓN EDUCATIVA DIVINO NIÑO CORMAL,215580000521,INSTITUCIÓN EDUCATIVA DIVINO NIÑO CORMAL SEDE PRINCIPAL,CORMAL
QUÍPAMA,215580000521,INSTITUCIÓN EDUCATIVA DIVINO NIÑO CORMAL,215580000122,HUMBO,HUMBO
QUÍPAMA,215580000521,INSTITUCIÓN EDUCATIVA DIVINO NIÑO CORMAL,215580000050,TANANAY,TANANAY
QUÍPAMA,215580000521,INSTITUCIÓN EDUCATIVA DIVINO NIÑO CORMAL,215580000220,SABRIPA,SABRIPA
QUÍPAMA,215580000521,INSTITUCIÓN EDUCATIVA DIVINO NIÑO CORMAL,215580000025,TAPAZ DE LA VEGA,TAPAZ DE LA VEGA
QUÍPAMA,215580000521,INSTITUCIÓN EDUCATIVA DIVINO NIÑO CORMAL,215580000068,CAVICHE,CAVICHE
QUÍPAMA,215580000521,INSTITUCIÓN EDUCATIVA DIVINO NIÑO CORMAL,215580000491,LA VEGA,LA VEGA
RAMIRIQUÍ,115599000013,INSTITUCIÓN EDUCATIVA TECNICA JOSE IGNACIO DE MARQUEZ,215599000174,LA GUACAMAYA,GUACAMAYAS
